STATISTIC,Statistic,TLIST(M1),Month,C02583V03135,NACE Group,UNIT,VALUE
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,4719,Department stores (4719),Base 2015=100,91.4
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,4730,Retail sale of automotive fuel (4730),Base 2015=100,96.9
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,99.3
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,4759,Retail sale of furniture and lighting (4759),Base 2015=100,110.4
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,5630,Bars (5630),Base 2015=100,111
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,V3970,All retail businesses,Base 2015=100,96.5
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,90.4
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,98.8
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1320,"All retail businesses, excluding motor trades",Base 2015=100,99.6
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,99
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,98.8
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,99
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,98.7
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,97.2
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,90.5
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,115.4
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,92.3
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,87.4
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,127.6
RSM05C02,Retail Sales Index Volume Unadjusted,201508,2015M08,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,96.2
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,45,Motor trades (45),Base 2015=100,89.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,96.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,4719,Department stores (4719),Base 2015=100,87.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,4730,Retail sale of automotive fuel (4730),Base 2015=100,102.3
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,98.5
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,4759,Retail sale of furniture and lighting (4759),Base 2015=100,103.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,5630,Bars (5630),Base 2015=100,98.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,V3970,All retail businesses,Base 2015=100,94.6
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,91
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,96.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1320,"All retail businesses, excluding motor trades",Base 2015=100,96.8
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,96.4
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,96.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,96.1
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,97
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,101.3
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,101.9
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,94.2
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,96.1
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,92.9
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,119.7
RSM05C02,Retail Sales Index Volume Unadjusted,201509,2015M09,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,96.6
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,45,Motor trades (45),Base 2015=100,75.4
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,101.8
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,4719,Department stores (4719),Base 2015=100,91.2
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,4730,Retail sale of automotive fuel (4730),Base 2015=100,99.9
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,97.8
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,4759,Retail sale of furniture and lighting (4759),Base 2015=100,110.5
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,5630,Bars (5630),Base 2015=100,100.9
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,V3970,All retail businesses,Base 2015=100,90.9
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,77.8
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,97.8
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1320,"All retail businesses, excluding motor trades",Base 2015=100,98
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,97.6
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,101.3
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,94.6
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,96.9
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,98.2
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,93.4
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,97.4
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,90.7
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,91.5
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,85.2
RSM05C02,Retail Sales Index Volume Unadjusted,201510,2015M10,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,94.3
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,45,Motor trades (45),Base 2015=100,69
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,104.6
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,4719,Department stores (4719),Base 2015=100,122.8
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,4730,Retail sale of automotive fuel (4730),Base 2015=100,102.7
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,104.2
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,4759,Retail sale of furniture and lighting (4759),Base 2015=100,122
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,5630,Bars (5630),Base 2015=100,91.8
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,V3970,All retail businesses,Base 2015=100,96.7
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,72.4
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,110.4
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1320,"All retail businesses, excluding motor trades",Base 2015=100,109.2
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,110.9
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,103.9
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,116.7
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,99.1
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,125.2
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,138.2
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,104.3
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,125.6
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,128.2
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,107.4
RSM05C02,Retail Sales Index Volume Unadjusted,201511,2015M11,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,105.4
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,45,Motor trades (45),Base 2015=100,53.7
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,117.4
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,4719,Department stores (4719),Base 2015=100,191.7
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,4730,Retail sale of automotive fuel (4730),Base 2015=100,103.8
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,113
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,4759,Retail sale of furniture and lighting (4759),Base 2015=100,114.9
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,5630,Bars (5630),Base 2015=100,123.8
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,V3970,All retail businesses,Base 2015=100,113.7
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,58.8
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,142
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1320,"All retail businesses, excluding motor trades",Base 2015=100,140.8
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,144.2
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,120.4
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,164.1
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,144.5
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,151.6
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,188.9
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,165.7
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,177.6
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,179.2
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,166.1
RSM05C02,Retail Sales Index Volume Unadjusted,201512,2015M12,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,142.7
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,45,Motor trades (45),Base 2015=100,188.3
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,97
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,4719,Department stores (4719),Base 2015=100,87.1
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,4730,Retail sale of automotive fuel (4730),Base 2015=100,91.1
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,86.8
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,4759,Retail sale of furniture and lighting (4759),Base 2015=100,105.4
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,5630,Bars (5630),Base 2015=100,87.6
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,V3970,All retail businesses,Base 2015=100,122.9
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,178.2
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,93.8
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1320,"All retail businesses, excluding motor trades",Base 2015=100,93.4
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,93.9
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,95.5
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,92.5
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,84.2
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,103.9
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,112.8
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,87
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,86.8
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,87.5
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,81.7
RSM05C02,Retail Sales Index Volume Unadjusted,201601,2016M01,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,96.8
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,45,Motor trades (45),Base 2015=100,180.6
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,108.8
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,4719,Department stores (4719),Base 2015=100,78.1
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,4730,Retail sale of automotive fuel (4730),Base 2015=100,106.3
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,90.1
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,4759,Retail sale of furniture and lighting (4759),Base 2015=100,100.1
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,5630,Bars (5630),Base 2015=100,90.9
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,V3970,All retail businesses,Base 2015=100,123.5
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,172.9
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,98.2
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1320,"All retail businesses, excluding motor trades",Base 2015=100,97.7
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,97.7
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,106.9
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,90
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,91.9
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,90.4
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,86.5
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,79.5
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,95
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,96.5
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,83.8
RSM05C02,Retail Sales Index Volume Unadjusted,201602,2016M02,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,100.8
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,45,Motor trades (45),Base 2015=100,137.2
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,101.9
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,4719,Department stores (4719),Base 2015=100,83.9
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,4730,Retail sale of automotive fuel (4730),Base 2015=100,98.4
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,101.6
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,4759,Retail sale of furniture and lighting (4759),Base 2015=100,97.4
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,5630,Bars (5630),Base 2015=100,100.2
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,V3970,All retail businesses,Base 2015=100,108.8
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,133.2
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,95.7
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1320,"All retail businesses, excluding motor trades",Base 2015=100,96
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,95.5
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,101.4
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,90.5
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,97.3
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,91.5
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,83.4
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,85.6
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,91.5
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,94.3
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,70.8
RSM05C02,Retail Sales Index Volume Unadjusted,201603,2016M03,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,97.2
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,45,Motor trades (45),Base 2015=100,129
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,100
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,4719,Department stores (4719),Base 2015=100,80.9
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,4730,Retail sale of automotive fuel (4730),Base 2015=100,102.7
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,110.3
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,4759,Retail sale of furniture and lighting (4759),Base 2015=100,101.1
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,5630,Bars (5630),Base 2015=100,95.3
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,V3970,All retail businesses,Base 2015=100,106.5
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,126.3
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,96.3
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1320,"All retail businesses, excluding motor trades",Base 2015=100,96.3
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,96
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,99.7
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,92.9
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,97
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,95.4
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,84.7
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,91.1
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,92.1
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,93.3
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,83
RSM05C02,Retail Sales Index Volume Unadjusted,201604,2016M04,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,99.4
